;Druckmessgerät;Durchflussmesser;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;Zylinder, doppeltwirkend;Zylinder, doppeltwirkend
;PSensorIdeal;QSensorIdeal;V1;V2;V4;V3;ADN_VI_1;ADN_VI2
36,1;19,3797093;0,8482303;6,46;6,46;3,23;6,46;0;3,8991914
36,2;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
36,3;19,3797739;0,0004199;6,46;6,46;3,23;6,46;0;0
36,4;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
36,5;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
36,6;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
36,7;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
36,8;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
36,9;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
37;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
37,1;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
37,2;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
37,3;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
37,4;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
37,5;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
37,6;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
37,7;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
37,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
37,9;15,6721215;640,1955931;3,23;3,23;3,23;6,46;1,4582158;0
38;15,8608504;615,7884857;3,23;3,23;3,23;6,46;186,5395414;0
38,1;17,6473957;374,0864875;3,23;3,23;3,23;6,46;275,5344071;0
38,2;19,3666278;20,7142807;3,23;3,23;3,23;6,46;284,8324466;0
38,3;19,3762532;6,8663663;3,23;3,23;3,23;6,46;287,8479746;0
38,4;19,3776744;0,0159239;3,23;3,23;3,23;6,46;290,6786174;0
38,5;19,3782235;0,0145027;3,23;3,23;3,23;6,46;290,7;0
38,6;19,378385;0,013243;3,23;3,23;3,23;6,46;290,7;0
38,7;19,3785142;0,0120802;3,23;3,23;3,23;6,46;290,7;0
38,8;19,3786434;0,0110143;3,23;3,23;3,23;6,46;290,7;0
38,9;19,3787726;0,0100776;3,23;3,23;3,23;6,46;290,7;0
39;19,3788695;0,0092055;3,23;3,23;3,23;6,46;290,7;0
39,1;19,3789664;0,008398;3,23;3,23;3,23;6,46;290,7;0
39,2;19,3790633;0,0076551;3,23;3,23;3,23;6,46;290,7;0
39,3;19,3791602;0,0070091;3,23;3,23;3,23;6,46;290,7;0
39,4;19,3792248;0,0063954;3,23;3,23;3,23;6,46;290,7;0
39,5;19,3792894;0,0058463;3,23;3,23;3,23;6,46;290,7;0
39,6;19,379354;0,0053295;3,23;3,23;3,23;6,46;290,7;0
39,7;19,3794186;0,0048773;3,23;3,23;3,23;6,46;290,7;0
39,8;19,3794509;0,0044251;3,23;3,23;3,23;6,46;290,7;0
39,9;19,3795155;0,0040375;3,23;3,23;3,23;6,46;290,7;0
40;19,3795478;0,0037145;3,23;3,23;3,23;6,46;290,7;0
40,1;19,3795801;0,0033915;3,23;3,23;3,23;6,46;290,7;0
40,2;19,3734754;14,5233397;6,46;3,23;6,46;6,46;290,3316185;0
40,3;19,3039981;83,3695946;6,46;3,23;6,46;6,46;255,5918057;0
40,4;19,2679513;118,0709704;6,46;3,23;6,46;6,46;199,7983361;0
40,5;19,2677898;118,1357642;6,46;3,23;6,46;6,46;143,6639077;0
40,6;19,2676606;118,1352797;6,46;3,23;6,46;6,46;87,4039292;0
40,7;19,2776413;112,6617863;6,46;3,23;6,46;6,46;44,991962;0
40,8;19,3469571;43,8764492;6,46;3,23;6,46;6,46;20,1223509;0
40,9;19,3740568;12,2226753;6,46;3,23;6,46;6,46;13,0767519;0
41;19,3749289;9,8822496;6,46;3,23;6,46;6,46;8,1968356;0
41,1;19,375478;8,8133134;6,46;3,23;6,46;6,46;4,5654758;0
41,2;19,3787726;5,6206845;6,46;3,23;6,46;6,46;2,2746629;0
41,3;19,3792248;0,0194446;6,46;3,23;6,46;6,46;0;0
41,4;19,379354;0,0027132;6,46;3,23;6,46;6,46;0;0
41,5;19,3794186;0,0024871;6,46;3,23;6,46;6,46;0;0
41,6;19,3794832;0,002261;6,46;3,23;6,46;6,46;0;0
41,7;19,3795155;0,0020672;6,46;3,23;6,46;6,46;0;0
41,8;19,3795478;0,0019057;6,46;3,23;6,46;6,46;0;0
41,9;19,3796124;0,0017442;6,46;3,23;6,46;6,46;0;0
42;19,3796447;0,0015827;6,46;3,23;6,46;6,46;0;0
42,1;19,379677;0,0014535;6,46;3,23;6,46;6,46;0;0
42,2;19,379677;0,0013243;6,46;3,23;6,46;6,46;0;0
42,3;19,3797093;0,0011951;6,46;3,23;6,46;6,46;0;0
42,4;19,3750258;10,9678526;6,46;6,46;3,23;3,23;0;108,7807475
42,5;19,3794509;0,5257794;6,46;6,46;3,23;3,23;0;114,7106076
42,6;19,3795155;0,41021;6,46;6,46;3,23;3,23;0;119,1090601
42,7;19,3795801;0,354331;6,46;6,46;3,23;3,23;0;122,4851853
42,8;19,3796124;0,3164754;6,46;6,46;3,23;3,23;0;125,5908626
42,9;19,3796447;0,2886328;6,46;6,46;3,23;3,23;0;128,4248
43;19,3797739;0,0004199;6,46;6,46;3,23;3,23;0;128,8493512
43,1;19,3798062;0,0003876;6,46;6,46;3,23;3,23;0;129,1978036
43,2;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
43,3;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
43,4;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
43,5;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
43,6;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
43,7;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
43,8;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
43,9;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
44;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
44,1;19,3799354;0,0001615;6,46;6,46;3,23;3,23;0;129,2
44,2;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
44,3;12,60346;74,7313149;3,23;3,23;3,23;6,46;98,3186806;39,3416584
44,4;16,7970982;180,9337795;3,23;3,23;3,23;6,46;217,4601376;19,43814
44,5;19,0966644;159,0873192;3,23;3,23;3,23;6,46;281,8406914;8,7911556
44,6;19,3700193;18,1461077;3,23;3,23;3,23;6,46;289,3582257;4,3758425
44,7;19,3754457;6,0094796;3,23;3,23;3,23;6,46;290,089207;0
44,8;19,3781589;0,0150841;3,23;3,23;3,23;6,46;290,7;0
44,9;19,3783204;0,0137921;3,23;3,23;3,23;6,46;290,7;0
45;19,3784496;0,012597;3,23;3,23;3,23;6,46;290,7;0
45,1;19,3786111;0,0114988;3,23;3,23;3,23;6,46;290,7;0
45,2;19,378708;0,0104975;3,23;3,23;3,23;6,46;290,7;0
45,3;19,3788372;0,0095931;3,23;3,23;3,23;6,46;290,7;0
45,4;19,3789341;0,0087533;3,23;3,23;3,23;6,46;290,7;0
45,5;19,379031;0,0079781;3,23;3,23;3,23;6,46;290,7;0
45,6;19,3790956;0,0072998;3,23;3,23;3,23;6,46;290,7;0
45,7;19,3791925;0,0066538;3,23;3,23;3,23;6,46;290,7;0
45,8;19,3792571;0,0060724;3,23;3,23;3,23;6,46;290,7;0
45,9;19,3793217;0,0055556;3,23;3,23;3,23;6,46;290,7;0
46;19,3793863;0,0050711;3,23;3,23;3,23;6,46;290,7;0
46,1;19,3794509;0,0046189;3,23;3,23;3,23;6,46;290,7;0
46,2;19,3794832;0,0042313;3,23;3,23;3,23;6,46;290,7;0
46,3;19,3795155;0,0038437;3,23;3,23;3,23;6,46;290,7;0
46,4;19,3795801;0,0009044;6,46;3,23;3,23;6,46;290,7;0
46,5;19,3437917;65,0991642;6,46;3,23;3,23;6,46;274,5074932;0
46,6;19,2690172;101,012436;6,46;3,23;3,23;6,46;233,2852642;0
46,7;19,2681128;118,1364425;6,46;3,23;3,23;6,46;177,0528376;0
46,8;19,2677252;118,1353766;6,46;3,23;3,23;6,46;120,794248;0
46,9;19,267596;118,1344399;6,46;3,23;3,23;6,46;64,5342372;0
47;19,3684043;24,4165713;6,46;3,23;3,23;6,46;34,7709177;0
47,1;19,3722157;15,9832028;6,46;3,23;3,23;6,46;17,0426428;0
47,2;19,3744444;11,1533192;6,46;3,23;3,23;6,46;10,903511;0
47,3;19,375155;9,344067;6,46;3,23;3,23;6,46;6,3264718;0
47,4;19,3756395;8,4405714;6,46;3,23;3,23;6,46;3,1901418;0
47,5;19,3769638;5,4081828;6,46;3,23;3,23;6,46;1,5922285;0
47,6;19,3792894;0,037791;6,46;3,23;3,23;6,46;0;0
47,7;19,3793863;0,0028747;6,46;3,23;3,23;6,46;0;0
47,8;19,3794186;0,0026163;6,46;3,23;3,23;6,46;0;0
47,9;19,3794832;0,0023902;6,46;3,23;3,23;6,46;0;0
48;19,3795155;0,0021641;6,46;3,23;3,23;6,46;0;0
48,1;19,3795801;0,0020026;6,46;3,23;3,23;6,46;0;0
48,2;19,3796124;0,0018088;6,46;3,23;3,23;6,46;0;0
48,3;19,3796447;0,0016473;6,46;3,23;3,23;6,46;0;0
48,4;19,379677;0,0015181;6,46;3,23;3,23;6,46;0;0
48,5;19,3797093;0,0004199;6,46;6,46;6,46;6,46;0;0
48,6;19,3797416;0,0003876;6,46;6,46;6,46;6,46;0;0
48,7;19,3797416;0,0003553;6,46;6,46;6,46;6,46;0;0
48,8;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
48,9;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
49;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
49,1;19,3798385;0,0002584;6,46;6,46;6,46;6,46;0;0
49,2;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
49,3;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
49,4;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
49,5;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
49,6;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
49,7;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
49,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
49,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
50;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
50,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
50,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
50,3;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
50,4;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
50,5;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
50,6;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
50,7;10,5473712;888,1304577;3,23;3,23;3,23;3,23;20,7010054;17,160021
50,8;14,4373248;676,0913906;3,23;3,23;3,23;3,23;206,0718682;99,6618761
50,9;17,6133515;378,381903;3,23;3,23;3,23;3,23;255,8659358;112,0356831
51;19,3579068;22,822534;3,23;3,23;3,23;3,23;283,0576908;116,8973822
51,1;19,3761886;7,2399158;3,23;3,23;3,23;3,23;286,8874049;120,5698276
51,2;19,3774806;0,354331;3,23;3,23;3,23;3,23;290,7;123,9062238
51,3;19,3779974;0,3196085;3,23;3,23;3,23;3,23;290,7;126,9063447
51,4;19,3782881;0,0419577;3,23;3,23;3,23;3,23;290,7;128,0883632
51,5;19,3784496;0,0193154;3,23;3,23;3,23;3,23;290,7;129,1931524
51,6;19,3785788;0,011951;3,23;3,23;3,23;3,23;290,7;129,2
51,7;19,378708;0,0109174;3,23;3,23;3,23;3,23;290,7;129,2
51,8;19,3788049;0,0099484;3,23;3,23;3,23;3,23;290,7;129,2
51,9;19,3789018;0,0091086;3,23;3,23;3,23;3,23;290,7;129,2
52;19,3789987;0,0083011;3,23;3,23;3,23;3,23;290,7;129,2
52,1;19,3790956;0,0075905;3,23;3,23;3,23;3,23;290,7;129,2
52,2;19,3791602;0,0069445;3,23;3,23;3,23;3,23;290,7;129,2
52,3;19,3792571;0,0063308;3,23;3,23;3,23;3,23;290,7;129,2
52,4;19,3793217;0,0057817;3,23;3,23;3,23;3,23;290,7;129,2
52,5;19,3793863;0,0052649;3,23;3,23;3,23;3,23;290,7;129,2
52,6;19,3794186;0,0048127;3,23;3,23;3,23;3,23;290,7;129,2
52,7;19,3794832;0,0043928;3,23;3,23;3,23;3,23;290,7;129,2
52,8;19,3572285;52,5570096;6,46;3,23;3,23;6,46;290,7;120,1971179
52,9;19,3093276;90,2136093;6,46;3,23;3,23;6,46;277,5693717;19,8410502
53;19,277286;112,9599799;6,46;3,23;3,23;6,46;233,1172719;9,5592173
53,1;19,26372;120,2510589;6,46;3,23;3,23;6,46;177,3486733;3,6920838
53,2;19,2676283;118,8682636;6,46;3,23;3,23;6,46;121,0923124;1,8382253
53,3;19,2674991;118,1345691;6,46;3,23;3,23;6,46;70,0910969;0
53,4;19,3682428;24,5666371;6,46;3,23;3,23;6,46;24,8227115;0
53,5;19,3721188;16,0384681;6,46;3,23;3,23;6,46;17,3117341;0
53,6;19,3743798;11,1655932;6,46;3,23;3,23;6,46;11,1358449;0
53,7;19,3751227;9,3506562;6,46;3,23;3,23;6,46;6,2013416;0
53,8;19,3755749;8,4452872;6,46;3,23;3,23;6,46;2,142459;0
53,9;19,3768992;5,4026918;6,46;3,23;3,23;6,46;0,0510663;0
54;19,3792571;0,0128554;6,46;3,23;3,23;6,46;0,0000969;0
54,1;19,3793217;0,0030362;6,46;3,23;3,23;6,46;0;0
54,2;19,3793863;0,0027778;6,46;3,23;3,23;6,46;0;0
54,3;19,3794509;0,0025517;6,46;3,23;3,23;6,46;0;0
54,4;19,3794832;0,0023256;6,46;3,23;3,23;6,46;0;0
54,5;19,3795478;0,0021318;6,46;3,23;3,23;6,46;0;0
54,6;19,3795801;0,001938;6,46;3,23;3,23;6,46;0;0
54,7;19,3796124;0,0017765;6,46;3,23;3,23;6,46;0;0
54,8;19,3796447;0,001615;6,46;3,23;3,23;6,46;0;0
54,9;19,379677;0,0005491;6,46;6,46;3,23;6,46;0;0
55;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
55,1;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
55,2;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
55,3;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
55,4;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
55,5;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
55,6;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
55,7;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
55,8;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
55,9;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
56;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
56,1;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
56,2;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
56,3;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
56,4;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
56,5;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
56,6;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
56,7;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
56,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
56,9;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
57;19,3799677;0,0000969;6,46;6,46;3,23;6,46;0;0
57,1;10,654155;242,3294903;3,23;3,23;6,46;6,46;91,2017309;0
57,2;15,3675325;661,4139476;3,23;3,23;6,46;6,46;213,6361729;0
57,3;18,3031503;240,7686574;3,23;3,23;6,46;6,46;277,5812904;0
57,4;19,3617182;15,6964757;3,23;3,23;6,46;6,46;286,279422;0
57,5;19,3779005;0,1758735;3,23;3,23;6,46;6,46;288,5844146;0
57,6;19,3781589;0,0498712;3,23;3,23;6,46;6,46;290,6976098;0
57,7;19,3783204;0,0133722;3,23;3,23;6,46;6,46;290,7;0
57,8;19,3784496;0,0122094;3,23;3,23;6,46;6,46;290,7;0
57,9;19,3785788;0,0111435;3,23;3,23;6,46;6,46;290,7;0
58;19,378708;0,0101745;3,23;3,23;6,46;6,46;290,7;0
58,1;19,3788372;0,0093024;3,23;3,23;6,46;6,46;290,7;0
58,2;19,3789341;0,0084626;3,23;3,23;6,46;6,46;290,7;0
58,3;19,379031;0,007752;3,23;3,23;6,46;6,46;290,7;0
58,4;19,3790956;0,0070737;3,23;3,23;6,46;6,46;290,7;0
58,5;19,3791925;0,00646;3,23;3,23;6,46;6,46;290,7;0
58,6;19,3792571;0,0059109;3,23;3,23;6,46;6,46;290,7;0
58,7;19,3793217;0,0053941;3,23;3,23;6,46;6,46;290,7;0
58,8;19,3793863;0,0049096;3,23;3,23;6,46;6,46;290,7;0
58,9;19,3794186;0,0044897;3,23;3,23;6,46;6,46;290,7;0
59;19,2383968;132,6815201;6,46;3,23;3,23;3,23;290,7;83,3615196
59,1;19,2827124;109,8583724;6,46;3,23;3,23;3,23;282,5931522;110,8014678
59,2;19,2823248;110,0692268;6,46;3,23;3,23;3,23;231,728275;115,568431
59,3;19,2670792;118,4699723;6,46;3,23;3,23;3,23;177,9025537;119,6909446
59,4;19,26695;118,475108;6,46;3,23;3,23;3,23;121,6426721;123,1819932
59,5;19,2668854;118,4393196;6,46;3,23;3,23;3,23;65,3828228;126,094678
59,6;19,3669831;25,9746587;6,46;3,23;3,23;3,23;29,6430343;127,9229872
59,7;19,3720219;16,235272;6,46;3,23;3,23;3,23;16,7378277;128,5630763
59,8;19,3743475;11,1895598;6,46;3,23;3,23;3,23;11,2434039;129,2
59,9;19,3750581;9,3663863;6,46;3,23;3,23;3,23;6,3693662;129,2
60;19,3755426;8,4551387;6,46;3,23;3,23;3,23;2,0858371;129,2
60,1;19,3768669;5,4187772;6,46;3,23;3,23;3,23;1,0010739;129,2
60,2;19,3792571;0,0120479;6,46;3,23;3,23;3,23;0;129,2
60,3;19,3793217;0,0032623;6,46;3,23;3,23;3,23;0;129,2
60,4;19,3793863;0,0029716;6,46;3,23;3,23;3,23;0;129,2
60,5;19,3794186;0,0027132;6,46;3,23;3,23;3,23;0;129,2
60,6;19,3794832;0,0024871;6,46;3,23;3,23;3,23;0;129,2
60,7;19,3795155;0,002261;6,46;3,23;3,23;3,23;0;129,2
60,8;19,3795801;0,0020672;6,46;3,23;3,23;3,23;0;129,2
60,9;19,3796124;0,0019057;6,46;3,23;3,23;3,23;0;129,2
61;19,3796447;0,0017442;6,46;3,23;3,23;3,23;0;129,2
61,1;19,379677;0,0015827;6,46;3,23;3,23;3,23;0;129,2
61,2;19,3797093;0,0014535;6,46;3,23;3,23;3,23;0;129,2
61,3;19,3535463;56,9825941;6,46;6,46;3,23;6,46;0;81,6804661
61,4;19,3777713;4,5346616;6,46;6,46;3,23;6,46;0;16,6478076
61,5;19,3786111;2,5548331;6,46;6,46;3,23;6,46;0;6,1325103
61,6;19,3797093;0,8585663;6,46;6,46;3,23;6,46;0;2,9563221
61,7;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0,0128554
61,8;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
61,9;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
62;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
62,1;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
62,2;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
62,3;19,3798708;0,0002584;6,46;6,46;3,23;6,46;0;0
62,4;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
62,5;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
62,6;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
62,7;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
62,8;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
62,9;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
63;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
63,1;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
63,2;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
63,3;11,6679228;238,3416031;3,23;3,23;3,23;6,46;78,7811535;0
63,4;15,9314905;613,8659897;3,23;3,23;3,23;6,46;268,0760787;0
63,5;18,5594185;221,2590375;3,23;3,23;3,23;6,46;278,783884;0
63,6;19,3662402;14,4191399;3,23;3,23;3,23;6,46;285,1991808;0
63,7;19,3779328;0,0455753;3,23;3,23;3,23;6,46;287,9624135;0
63,8;19,3781266;0,0200583;3,23;3,23;3,23;6,46;290,7;0
63,9;19,3782881;0,0140505;3,23;3,23;3,23;6,46;290,7;0
64;19,3784496;0,0128231;3,23;3,23;3,23;6,46;290,7;0
64,1;19,3785788;0,0117249;3,23;3,23;3,23;6,46;290,7;0
64,2;19,378708;0,0106913;3,23;3,23;3,23;6,46;290,7;0
64,3;19,3788049;0,0097546;3,23;3,23;3,23;6,46;290,7;0
64,4;19,3789018;0,0089148;3,23;3,23;3,23;6,46;290,7;0
64,5;19,3789987;0,0081396;3,23;3,23;3,23;6,46;290,7;0
64,6;19,3790956;0,007429;3,23;3,23;3,23;6,46;290,7;0
64,7;19,3791602;0,006783;3,23;3,23;3,23;6,46;290,7;0
64,8;19,3792571;0,0062016;3,23;3,23;3,23;6,46;290,7;0
64,9;19,3793217;0,0056525;3,23;3,23;3,23;6,46;290,7;0
65;19,379354;0,005168;3,23;3,23;3,23;6,46;290,7;0
65,1;19,3794186;0,0047158;3,23;3,23;3,23;6,46;290,7;0
65,2;19,3794832;0,0042959;3,23;3,23;3,23;6,46;290,7;0
65,3;19,3795155;0,0039406;3,23;3,23;3,23;6,46;290,7;0
65,4;19,3795478;0,0035853;3,23;3,23;3,23;6,46;290,7;0
65,5;19,3796124;0,0032623;3,23;3,23;3,23;6,46;290,7;0
65,6;19,3796447;23,2103601;6,46;3,23;6,46;6,46;290,7;0
65,7;19,3292244;70,6415858;6,46;3,23;6,46;6,46;257,1556425;0
65,8;19,2680805;118,0728438;6,46;3,23;6,46;6,46;209,7356249;0
65,9;19,2678544;118,1366363;6,46;3,23;6,46;6,46;157,9067865;0
66;19,2677252;118,1355381;6,46;3,23;6,46;6,46;101,6467757;0
66,1;19,267596;118,1346337;6,46;3,23;6,46;6,46;51,6264143;0
66,2;19,3688888;23,818989;6,46;3,23;6,46;6,46;22,5225316;0
66,3;19,3737338;12,5639571;6,46;3,23;6,46;6,46;14,512713;0
66,4;19,3747674;10,5356463;6,46;3,23;6,46;6,46;9,4223622;0
66,5;19,3753811;9,0548851;6,46;3,23;6,46;6,46;4,8207427;0
66,6;19,375801;8,1018413;6,46;3,23;6,46;6,46;0,7052382;0
66,7;19,3792894;2,7361653;6,46;3,23;6,46;6,46;0,2803963;0
66,8;19,379354;0,0027778;6,46;3,23;6,46;6,46;0,0017119;0
66,9;19,3794186;0,0025194;6,46;3,23;6,46;6,46;0;0
67;19,3794509;0,0022933;6,46;3,23;6,46;6,46;0;0
67,1;19,3795155;0,0020995;6,46;3,23;6,46;6,46;0;0
67,2;19,3795478;0,0019057;6,46;3,23;6,46;6,46;0;0
67,3;19,3795801;0,0017442;6,46;3,23;6,46;6,46;0;0
67,4;19,3796124;0,001615;6,46;3,23;6,46;6,46;0;0
67,5;19,3796447;0,0014535;6,46;3,23;6,46;6,46;0;0
67,6;19,379677;0,0013243;6,46;3,23;6,46;6,46;0;0
67,7;19,3676937;28,0366584;6,46;6,46;3,23;3,23;0;106,6664541
67,8;19,3793217;0,706724;6,46;6,46;3,23;3,23;0;113,7463234
67,9;19,3794832;0,4424777;6,46;6,46;3,23;3,23;0;117,9372161
68;19,3795478;0,3663143;6,46;6,46;3,23;3,23;0;121,656335
68,1;19,3795801;0,324938;6,46;6,46;3,23;3,23;0;124,9120781
68,2;19,3796124;0,2949959;6,46;6,46;3,23;3,23;0;127,688037
68,3;19,3797739;0,0211242;6,46;6,46;3,23;3,23;0;129,1588175
68,4;19,3797739;0,0004199;6,46;6,46;3,23;3,23;0;129,1996124
68,5;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
68,6;19,3798062;0,000323;6,46;6,46;3,23;3,23;0;129,2
68,7;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
68,8;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
68,9;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
69;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
69,1;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
69,2;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
69,3;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
69,4;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
69,5;19,3799354;0,0001615;6,46;6,46;3,23;3,23;0;129,2
69,6;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
69,7;19,3799354;0,0001292;6,46;6,46;3,23;3,23;0;129,2
69,8;14,3674599;226,1416993;3,23;3,23;3,23;6,46;100,1487986;82,06784
69,9;16,8446761;540,0008316;3,23;3,23;3,23;6,46;270,9022318;18,432641
70;18,5440437;195,2871889;3,23;3,23;3,23;6,46;280,48674;8,0382426
70,1;19,3693733;15,0961802;3,23;3,23;3,23;6,46;286,2922128;0,7443212
70,2;19,377416;0,0808792;3,23;3,23;3,23;6,46;288,5025018;0
70,3;19,3781266;0,0152456;3,23;3,23;3,23;6,46;290,7;0
70,4;19,3782881;0,0139213;3,23;3,23;3,23;6,46;290,7;0
70,5;19,3784496;0,0127262;3,23;3,23;3,23;6,46;290,7;0
70,6;19,3785788;0,011628;3,23;3,23;3,23;6,46;290,7;0
70,7;19,378708;0,0105944;3,23;3,23;3,23;6,46;290,7;0
70,8;19,3788049;0,00969;3,23;3,23;3,23;6,46;290,7;0
70,9;19,3789341;0,0088502;3,23;3,23;3,23;6,46;290,7;0
71;19,379031;0,008075;3,23;3,23;3,23;6,46;290,7;0
71,1;19,3790956;0,0073644;3,23;3,23;3,23;6,46;290,7;0
71,2;19,3791925;0,0067184;3,23;3,23;3,23;6,46;290,7;0
71,3;19,3792571;0,006137;3,23;3,23;3,23;6,46;290,7;0
71,4;19,3793217;0,0056202;3,23;3,23;3,23;6,46;290,7;0
71,5;19,3793863;0,0051357;3,23;3,23;3,23;6,46;290,7;0
71,6;19,3794186;0,0046835;3,23;3,23;3,23;6,46;290,7;0
71,7;19,3794832;0,0042636;3,23;3,23;3,23;6,46;290,7;0
71,8;19,3714082;19,1549013;6,46;3,23;3,23;6,46;289,7898183;0
71,9;19,3029322;85,264894;6,46;3,23;3,23;6,46;246,9638943;0
72;19,2678544;118,0883478;6,46;3,23;3,23;6,46;197,4844933;0
72,1;19,2677252;118,1354089;6,46;3,23;3,23;6,46;141,2248055;0
72,2;19,267596;118,1346983;6,46;3,23;3,23;6,46;84,964827;0
